Date,Open,High,Low,Close,Volume
29-11-2021,14683.05,14749.5,14402.1,14656.45,2240000000
26-11-2021,14990.85,15012.1,14674.75,14707.2,2240000000
25-11-2021,15057.6,15166.65,14984.7,15150.6,1860000000
24-11-2021,15159.95,15199.2,14997.3,15046.5,1870000000
23-11-2021,14876,15137.15,14820.4,15107.8,2140000000
22-11-2021,15333.9,15339.65,14846.7,14976.7,2110000000
18-11-2021,15461.5,15502.6,15239.8,15302.55,1730000000
17-11-2021,15487.15,15560.75,15436.95,15454.95,1370000000
16-11-2021,15613.1,15626.65,15492.6,15525.4,1510000000
15-11-2021,15625.75,15664.45,15558.05,15592.6,1330000000
12-11-2021,15504.35,15591.45,15429.6,15579,1540000000
11-11-2021,15497.25,15499.9,15351.2,15411.1,1510000000
10-11-2021,15492.05,15562.45,15458.5,15521.1,1890000000
09-11-2021,15542.05,15579.5,15487.7,15541.95,2040000000
08-11-2021,15474.25,15535.05,15313.2,15520.15,1760000000
04-11-2021,15380.95,15396.85,15363.35,15376.9,371110000
03-11-2021,15367.7,15397.3,15212.15,15282.75,1620000000
02-11-2021,15344.35,15373.7,15278.7,15314.65,1710000000
01-11-2021,15179.4,15318.15,15111.3,15302.7,1860000000
29-10-2021,15163.5,15266.4,14961.5,15086.9,2340000000
28-10-2021,15475.4,15475.45,15148.2,15190.85,2390000000
27-10-2021,15541.75,15583.2,15454.1,15484.35,1910000000
26-10-2021,15360.35,15528.9,15356.5,15499.65,2380000000
25-10-2021,15492,15498.4,15181.6,15334.35,2420000000
22-10-2021,15537.05,15600.45,15328.9,15399.7,2660000000
21-10-2021,15666.6,15667,15373.45,15487.65,2520000000
20-10-2021,15768,15776.35,15497,15568.65,2610000000
19-10-2021,16003.95,16004.45,15716.7,15757.85,2960000000
18-10-2021,15924.1,15949.2,15871.4,15886.15,3730000000
14-10-2021,15733.3,15781,15710.1,15769.25,2580000000
13-10-2021,15573.6,15660.2,15546.85,15631.4,3030000000
12-10-2021,15426.6,15493.25,15371.8,15481.9,2780000000
11-10-2021,15374.5,15497.8,15356.55,15428,2170000000
08-10-2021,15375.3,15402.7,15317.4,15365.2,1860000000
07-10-2021,15274.65,15335.95,15251,15290.15,2130000000
06-10-2021,15328.95,15349.2,15109.1,15134.55,2580000000
05-10-2021,15171.25,15287.7,15150.5,15280.1,2530000000
04-10-2021,15094.4,15195.2,15075.25,15181.15,2050000000
01-10-2021,14994.8,15031.55,14932.75,15013.95,2550000000
30-09-2021,15109.7,15137.55,15026.95,15052.65,3250000000
29-09-2021,15023.3,15141.05,14985.4,15086.95,3070000000
28-09-2021,15235.1,15239.65,14967.05,15095.6,2250000000
27-09-2021,15261.35,15262.65,15139.6,15189.05,1860000000
24-09-2021,15274.1,15305.2,15160.45,15191.95,2680000000
23-09-2021,15097.1,15219.35,15085.55,15205.45,2050000000
22-09-2021,14977.3,15030.85,14950.35,14990.55,2020000000
21-09-2021,14856.85,14959.45,14734.7,14946.3,2230000000
20-09-2021,14907.5,15047.65,14800.85,14826.75,2430000000
17-09-2021,15169.9,15207.7,14979.35,15027.25,4290000000
16-09-2021,15050.85,15115.35,15012.25,15104.9,5350000000
15-09-2021,14927.95,15028.65,14921.1,15020.55,3140000000
14-09-2021,14917.05,14935.55,14881.55,14904.35,2920000000
13-09-2021,14839.8,14865.75,14769.1,14852.2,1670000000
09-09-2021,14780.6,14844.4,14774.15,14836.45,1830000000
08-09-2021,14802.85,14825.1,14716.65,14803.6,2680000000
07-09-2021,14834.95,14852.25,14713.55,14784.25,2370000000
